Column1,Column2
52.009227358836405,13456585944.587543
55.58720969731762,15815612097.881823
59.41133984965034,18595827032.391506
63.49855159038461,21873829075.1882
67.86694365554635,25739352254.155216
72.53585988633108,30295817986.167614
77.52597488629465,35671139803.315125
82.85938557134249,42011828513.144196
88.55970901791447,49490938963.15276
94.65218704264902,58314931045.78953
101.1637979766207,68726401146.66267
108.12337612910277,81011976921.59282
115.56173946985655,95510113125.91219
123.51182609534195,112620466961.15788
132.00884008314182,132814724067.5634
141.09040738046147,156650710654.68234
150.79674241700076,184786187563.1295
161.17082617998247,217998255504.9357
172.25859653987874,257204575743.36975
184.1091516696221,303488801996.9981
196.7749674580727,358130614214.42004
210.31212988047466,422641186976.8779
224.78058335487253,498805075979.68176
240.24439618424336,588729684007.6323
256.77204425975856,694903677989.1987
274.4367142814534,820265976916.9026
293.3166278390045,968287223539.6434
313.495387787695,1143065998894.6055
335.06234845336076,1349442447550.5786
358.1130113056417,1580807252190.4878
382.7494478516311,1811698936096.0403
409.0807516225555,2077775342710.51
437.2235212549416,2384549308814.659
467.3023768054261,2738414338856.361
499.450511585514,3146787608613.835
533.8102819598909,3618275137675.424
570.5338377199951,4162866818447.5376
609.7837958242318,4792160580709.353
651.7339604882427,5519625024928.6
696.5700928138876,6360905002141.361
744.4907333649699,7334177615948.455
795.7080813321708,8460567034943.35
850.4489341802678,9764627908930.467
908.9556919385174,11274908824040.082
971.4874305813427,13024609150372.883
1038.321049252394,15052344878000.176
1109.752496412072,17403041657873.127
1186.0980803380228,20128976327654.53
1267.6958697817226,23290991783826.37
1354.9071909834406,26959914248577.86
1448.118227674533,31218206875879.3
1547.7417311521706,36161899366293.94
1654.2188479988572,41902839955506.27
1768.0210735402284,48571323972414.445
1889.6523396912116,56319162322253.52
2019.6512464359016,65323263965008.2
2158.5934468224177,75789818994393.14
2307.0941960337896,87959183588381.78
2465.811075822604,102111585262223.34
2635.4469063734596,118573786934863.03
2816.752858487498,137726871818489.72
3010.531779870044,160015338642691.38
3217.641750250735,185957728913855.88
3438.9998810786697,216159045588659.66
3675.586376618056,251325266647054.88
3928.4488744276373,292280308685656.6
4198.707084443906,339985856106185.2
4487.557747210848,395564542256839.9
4796.279933211698,460327051767562.1
5126.240706769074,535803810378440.7
5478.901179593945,623782042225673.0
5855.822980789288,726349107672034.4
6258.675171958727,845943190689651.9
6689.241638040921,985412587437875.9
7149.428986597577,1148085061619261.5
7641.274990534146,1337848982823162.8
8166.957611638569,1559248252816450.5
8728.804644895894,1817593403074304.8
9329.304026284677,2119091546315472.2
9971.114849699985,2470998510903977.5
10657.079141786962,2881796865545471.0
11390.234446825949,3361404295945748.5
12173.82727739662,3921417519808130.5
13011.327490382284,4575397821496053.0
13906.443651973828,5339205339441493.0
14863.139459710954,6231390440667822.0
15885.651294280528,7273651989790229.0
16978.506978793037,8491373963363411.0
18146.545828606468,9914253855622342.0
19394.940080480766,1.1577038625675182e+16
20729.2177959537,1.3520386647882638e+16
22155.287340358354,1.5791877305333758e+16
23679.463545877617,1.8447193592982616e+16
25308.49567449015,2.1551507467024268e+16
27049.59730463137,2.5181102801762056e+16
28910.47827391105,2.9425276825167148e+16
30899.37881933562,3.4388567952816628e+16
33025.10606621113,4.019336620674701e+16
35297.0730273065,4.6982972102044104e+16
37725.34028496899,5.492518125735144e+16
40320.660540767356,6.421648532661731e+16
43094.526229934396,7.508699549942416e+16
46059.22041145104,8.780621317655397e+16
49227.87115912242,1.0268979396600118e+17
52614.50969449455,1.2010747641400717e+17
56234.13251903491,1.4049237653341504e+17
