r[Angstrom]  g(r)
2.771433964804181471e+01 1.000004213197069669e+00
2.778632494582893386e+01 1.000004136296438473e+00
2.785831024361605657e+01 1.000004061114467602e+00
2.793029554140318282e+01 1.000003987425895913e+00
2.800228083919030553e+01 1.000003915012509292e+00
2.807426613697742113e+01 1.000003843778110246e+00
2.814625143476454383e+01 1.000003773747161206e+00
2.821823673255166653e+01 1.000003705017435740e+00
2.829022203033878924e+01 1.000003637672685297e+00
2.836220732812590839e+01 1.000003571722780427e+00
2.843419262591302754e+01 1.000003507067586117e+00
2.850617792370015380e+01 1.000003443535688152e+00
2.857816322148727650e+01 1.000003380976004719e+00
2.865014851927439921e+01 1.000003319347835262e+00
2.872213381706151836e+01 1.000003258716223975e+00
2.879411911484863751e+01 1.000003199201320081e+00
2.886610441263576021e+01 1.000003140897179232e+00
2.893808971042287936e+01 1.000003083824671180e+00
2.901007500821000562e+01 1.000003027899973640e+00
2.908206030599712832e+01 1.000002972984262772e+00
2.915404560378424748e+01 1.000002918962057841e+00
2.922603090157136663e+01 1.000002865823065523e+00
2.929801619935848933e+01 1.000002813643941835e+00
2.937000149714561203e+01 1.000002762540957990e+00
2.944198679493273829e+01 1.000002712595809751e+00
2.951397209271985034e+01 1.000002663815765969e+00
2.958595739050697659e+01 1.000002616114897380e+00
2.965794268829409930e+01 1.000002569360328053e+00
2.972992798608122200e+01 1.000002523450113312e+00
2.980191328386834471e+01 1.000002478383678506e+00
2.987389858165546030e+01 1.000002434229996684e+00
2.994588387944258301e+01 1.000002391086626474e+00
3.001786917722970571e+01 1.000002349011892777e+00
3.008985447501683197e+01 1.000002307993647310e+00
3.016183977280395112e+01 1.000002267934245070e+00
3.023382507059107027e+01 1.000002228701958318e+00
3.030581036837819298e+01 1.000002190203944430e+00
3.037779566616531213e+01 1.000002152441560765e+00
3.044978096395243483e+01 1.000002115476353426e+00
3.052176626173956109e+01 1.000002079387223297e+00
3.059375155952667669e+01 1.000002044214395314e+00
3.066573685731379939e+01 1.000002009931775460e+00
3.073772215510092209e+01 1.000001976436472262e+00
3.080970745288804480e+01 1.000001943603990862e+00
3.088169275067516750e+01 1.000001911353962214e+00
3.095367804846228310e+01 1.000001879695516793e+00
3.102566334624940581e+01 1.000001848686938200e+00
3.109764864403653206e+01 1.000001818397961539e+00
3.116963394182365477e+01 1.000001788859953722e+00
3.124161923961077747e+01 1.000001760040706955e+00
3.131360453739789307e+01 1.000001731841975383e+00
3.138558983518501577e+01 1.000001704152142068e+00
3.145757513297213848e+01 1.000001676907847026e+00
3.152956043075925763e+01 1.000001650128532260e+00
3.160154572854638388e+01 1.000001623875281132e+00
3.167353102633349948e+01 1.000001598213680731e+00
3.174551632412062574e+01 1.000001573169616353e+00
3.181750162190774489e+01 1.000001548711811239e+00
3.188948691969486759e+01 1.000001524749198678e+00
3.196147221748199030e+01 1.000001501185417752e+00
3.203345751526910590e+01 1.000001477972917163e+00
3.210544281305622860e+01 1.000001455140461237e+00
3.217742811084335841e+01 1.000001432751264074e+00
3.224941340863048111e+01 1.000001410866453888e+00
3.232139870641759671e+01 1.000001389508839544e+00
3.239338400420471942e+01 1.000001368646250999e+00
3.246536930199184212e+01 1.000001348194963002e+00
3.253735459977895772e+01 1.000001328070873718e+00
3.260933989756608753e+01 1.000001308238341879e+00
3.268132519535321023e+01 1.000001288732314420e+00
3.275331049314032583e+01 1.000001269614430699e+00
3.282529579092744854e+01 1.000001250939934527e+00
3.289728108871457124e+01 1.000001232725945099e+00
3.296926638650169394e+01 1.000001214939694627e+00
3.304125168428881665e+01 1.000001197501742434e+00
3.311323698207593225e+01 1.000001180337115381e+00
3.318522227986305495e+01 1.000001163419548034e+00
3.325720757765017765e+01 1.000001146785357342e+00
3.332919287543730036e+01 1.000001130492634172e+00
3.340117817322442306e+01 1.000001114589500695e+00
3.347316347101153866e+01 1.000001099087425072e+00
3.354514876879866137e+01 1.000001083951709724e+00
3.361713406658578407e+01 1.000001069107746110e+00
3.368911936437291388e+01 1.000001054487915431e+00
3.376110466216002948e+01 1.000001040071965441e+00
3.383308995994715218e+01 1.000001025896911644e+00
3.390507525773427489e+01 1.000001012016663582e+00
3.397706055552139759e+01 1.000000998472590830e+00
3.404904585330851319e+01 1.000000985271357168e+00
3.412103115109564300e+01 1.000000972377960373e+00
3.419301644888275860e+01 1.000000959721839555e+00
3.426500174666987419e+01 1.000000947242980942e+00
3.433698704445700400e+01 1.000000934927049334e+00
3.440897234224411960e+01 1.000000922811257187e+00
3.448095764003124941e+01 1.000000910945141541e+00
3.455294293781836501e+01 1.000000899365012685e+00
3.462492823560548771e+01 1.000000888074176864e+00
3.469691353339261042e+01 1.000000877037884095e+00
3.476889883117973312e+01 1.000000866191792959e+00
3.484088412896684872e+01 1.000000855482831907e+00
3.491286942675397142e+01 1.000000844901515640e+00
3.498485472454109413e+01 1.000000834485528456e+00
3.505684002232822394e+01 1.000000824280761647e+00
3.512882532011533954e+01 1.000000814318997344e+00
3.520081061790246224e+01 1.000000804601481663e+00
3.527279591568958494e+01 1.000000795095003836e+00
3.534478121347670054e+01 1.000000785740756015e+00
3.541676651126382325e+01 1.000000776492478094e+00
3.548875180905095306e+01 1.000000767345108121e+00
3.556073710683806866e+01 1.000000758335412021e+00
3.563272240462519136e+01 1.000000749506460895e+00
3.570470770241231406e+01 1.000000740885899519e+00
3.577669300019942966e+01 1.000000732472987597e+00
3.584867829798655947e+01 1.000000724236380201e+00
3.592066359577367507e+01 1.000000716122505739e+00
3.599264889356079067e+01 1.000000708091219881e+00
3.606463419134792048e+01 1.000000700140396992e+00
3.613661948913504318e+01 1.000000692305875516e+00
3.620860478692216589e+01 1.000000684626824565e+00
3.628059008470928859e+01 1.000000677127584225e+00
3.635257538249640419e+01 1.000000669805393816e+00
3.642456068028352689e+01 1.000000662630731618e+00
3.649654597807064960e+01 1.000000655554998952e+00
3.656853127585777941e+01 1.000000648543124537e+00
3.664051657364489500e+01 1.000000641595290007e+00
3.671250187143201060e+01 1.000000634745614736e+00
3.678448716921914041e+01 1.000000628029760641e+00
3.685647246700625601e+01 1.000000621468559503e+00
3.692845776479337871e+01 1.000000615058211251e+00
3.700044306258050142e+01 1.000000608770852839e+00
3.707242836036761702e+01 1.000000602562608476e+00
3.714441365815473972e+01 1.000000596403026965e+00
3.721639895594186953e+01 1.000000590294230163e+00
3.728838425372898513e+01 1.000000584268316617e+00
3.736036955151611494e+01 1.000000578357882475e+00
3.743235484930323054e+01 1.000000572580990843e+00
3.750434014709034614e+01 1.000000566932958579e+00
3.757632544487747595e+01 1.000000561388161513e+00
3.764831074266459865e+01 1.000000555907187838e+00
3.772029604045171425e+01 1.000000550463927329e+00
3.779228133823883695e+01 1.000000545061961787e+00
3.786426663602595966e+01 1.000000539731831006e+00
3.793625193381308236e+01 1.000000534503065142e+00
3.800823723160020506e+01 1.000000529391262827e+00
3.808022252938732777e+01 1.000000524391741363e+00
3.815220782717444337e+01 1.000000519480766847e+00
3.822419312496156607e+01 1.000000514623232029e+00
3.829617842274869588e+01 1.000000509796720616e+00
3.836816372053581148e+01 1.000000505006122253e+00
3.844014901832293418e+01 1.000000500279909721e+00
3.851213431611005689e+01 1.000000495644820298e+00
3.858411961389717248e+01 1.000000491114243939e+00
3.865610491168429519e+01 1.000000486683021217e+00
3.872809020947142500e+01 1.000000482329396867e+00
3.880007550725854060e+01 1.000000478021749739e+00
3.887206080504565620e+01 1.000000473740803475e+00
3.894404610283278600e+01 1.000000469491781674e+00
3.901603140061990160e+01 1.000000465300655783e+00
3.908801669840703141e+01 1.000000461191274503e+00
3.916000199619415412e+01 1.000000457174489821e+00
3.923198729398126261e+01 1.000000453244409115e+00
3.930397259176839242e+01 1.000000449380488154e+00
3.937595788955551512e+01 1.000000445553928419e+00
3.944794318734263072e+01 1.000000441747439961e+00
3.951992848512976053e+01 1.000000437965886446e+00
3.959191378291687613e+01 1.000000434232457325e+00
3.966389908070399883e+01 1.000000430567556942e+00
3.973588437849112154e+01 1.000000426979511525e+00
3.980786967627824424e+01 1.000000423461492316e+00
3.987985497406536695e+01 1.000000419994002021e+00
3.995184027185248254e+01 1.000000416550643756e+00
4.002382556963960525e+01 1.000000413115832876e+00
4.009581086742672795e+01 1.000000409694162817e+00
4.016779616521385066e+01 1.000000406306510436e+00
4.023978146300098047e+01 1.000000402970678826e+00
4.031176676078808896e+01 1.000000399693542041e+00
4.038375205857521166e+01 1.000000396468374353e+00
4.045573735636234147e+01 1.000000393277703958e+00
4.052772265414945707e+01 1.000000390098492398e+00
4.059970795193658688e+01 1.000000386918198814e+00
4.067169324972370248e+01 1.000000383742347454e+00
4.074367854751081808e+01 1.000000380591077764e+00
4.081566384529794789e+01 1.000000377481454317e+00
4.088764914308507059e+01 1.000000374420524585e+00
4.095963444087218619e+01 1.000000371403297894e+00
4.103161973865930889e+01 1.000000368415541185e+00
4.110360503644643160e+01 1.000000365438469485e+00
4.117559033423354720e+01 1.000000362463124848e+00
4.124757563202067701e+01 1.000000359496764135e+00
4.131956092980779971e+01 1.000000356559397563e+00
4.139154622759492241e+01 1.000000353667721331e+00
4.146353152538203801e+01 1.000000350829197915e+00
4.153551682316916072e+01 1.000000348040378739e+00
4.160750212095628342e+01 1.000000345289745685e+00
4.167948741874340612e+01 1.000000342561996103e+00
4.175147271653052172e+01 1.000000339850671605e+00
4.182345801431764443e+01 1.000000337163783781e+00
4.189544331210476713e+01 1.000000334520281031e+00
