# Zach Johnson Dec/11/2023 CHNC for TCCW Paper
# Ti=2.000e+00[eV], Tie=4.122e+01[eV] , Te_c=4.125e+01[eV], n_i=5.980e+23[1/cc], n_e=1.794e+24[1/cc]
# Zbar=3.000, Rc=0.525[AU], Γii=8.800e+01, Γei=-1.423e+00 , Γee=4.741e-01, κ=1.890e+00
r/ri        g_ii        g_ei        g_ee        HNC:g_ii    Yuk:g_ii    βu_ii_eff   βu_Yuk      βu_OCP    
5.59000e+00 9.85198e-01 1.00002e+00 1.00001e+00 9.82973e-01 9.99163e-01 -4.57225e-05 1.57420e+01 3.44368e-05
5.60000e+00 9.85466e-01 1.00000e+00 1.00001e+00 9.83094e-01 9.99176e-01 -4.48209e-05 1.57139e+01 3.35831e-05
5.61000e+00 9.85755e-01 9.99983e-01 1.00001e+00 9.83241e-01 9.99191e-01 -4.39338e-05 1.56859e+01 3.27507e-05
5.62000e+00 9.86063e-01 9.99966e-01 1.00001e+00 9.83413e-01 9.99207e-01 -4.30611e-05 1.56580e+01 3.19390e-05
5.63000e+00 9.86390e-01 9.99949e-01 1.00001e+00 9.83611e-01 9.99223e-01 -4.22025e-05 1.56302e+01 3.11476e-05
5.64000e+00 9.86736e-01 9.99933e-01 1.00001e+00 9.83833e-01 9.99241e-01 -4.13581e-05 1.56025e+01 3.03759e-05
5.65000e+00 9.87100e-01 9.99917e-01 1.00001e+00 9.84078e-01 9.99259e-01 -4.05276e-05 1.55748e+01 2.96233e-05
5.66000e+00 9.87480e-01 9.99901e-01 1.00001e+00 9.84347e-01 9.99278e-01 -3.97109e-05 1.55473e+01 2.88895e-05
5.67000e+00 9.87875e-01 9.99886e-01 1.00001e+00 9.84637e-01 9.99299e-01 -3.89078e-05 1.55199e+01 2.81740e-05
5.68000e+00 9.88286e-01 9.99871e-01 1.00001e+00 9.84949e-01 9.99319e-01 -3.81182e-05 1.54926e+01 2.74763e-05
5.69000e+00 9.88710e-01 9.99857e-01 1.00001e+00 9.85282e-01 9.99341e-01 -3.73420e-05 1.54654e+01 2.67959e-05
5.70000e+00 9.89148e-01 9.99844e-01 1.00001e+00 9.85634e-01 9.99363e-01 -3.65790e-05 1.54382e+01 2.61325e-05
5.71000e+00 9.89597e-01 9.99831e-01 1.00001e+00 9.86006e-01 9.99386e-01 -3.58291e-05 1.54112e+01 2.54856e-05
5.72000e+00 9.90058e-01 9.99818e-01 1.00001e+00 9.86395e-01 9.99409e-01 -3.50922e-05 1.53842e+01 2.48547e-05
5.73000e+00 9.90529e-01 9.99806e-01 1.00001e+00 9.86801e-01 9.99432e-01 -3.43680e-05 1.53574e+01 2.42396e-05
5.74000e+00 9.91009e-01 9.99794e-01 1.00001e+00 9.87223e-01 9.99456e-01 -3.36566e-05 1.53306e+01 2.36397e-05
5.75000e+00 9.91498e-01 9.99783e-01 1.00001e+00 9.87661e-01 9.99481e-01 -3.29577e-05 1.53040e+01 2.30548e-05
5.76000e+00 9.91994e-01 9.99773e-01 1.00001e+00 9.88113e-01 9.99505e-01 -3.22711e-05 1.52774e+01 2.24844e-05
5.77000e+00 9.92496e-01 9.99763e-01 1.00001e+00 9.88579e-01 9.99530e-01 -3.15969e-05 1.52509e+01 2.19282e-05
5.78000e+00 9.93004e-01 9.99754e-01 1.00001e+00 9.89056e-01 9.99555e-01 -3.09348e-05 1.52245e+01 2.13858e-05
5.79000e+00 9.93517e-01 9.99745e-01 1.00001e+00 9.89546e-01 9.99580e-01 -3.02847e-05 1.51982e+01 2.08569e-05
5.80000e+00 9.94033e-01 9.99737e-01 1.00001e+00 9.90046e-01 9.99605e-01 -2.96464e-05 1.51720e+01 2.03411e-05
5.81000e+00 9.94552e-01 9.99729e-01 1.00001e+00 9.90555e-01 9.99631e-01 -2.90199e-05 1.51459e+01 1.98382e-05
5.82000e+00 9.95073e-01 9.99722e-01 1.00001e+00 9.91073e-01 9.99656e-01 -2.84050e-05 1.51199e+01 1.93477e-05
5.83000e+00 9.95594e-01 9.99716e-01 1.00001e+00 9.91599e-01 9.99681e-01 -2.78015e-05 1.50940e+01 1.88694e-05
5.84000e+00 9.96115e-01 9.99710e-01 1.00001e+00 9.92132e-01 9.99706e-01 -2.72094e-05 1.50681e+01 1.84030e-05
5.85000e+00 9.96636e-01 9.99705e-01 1.00001e+00 9.92670e-01 9.99731e-01 -2.66284e-05 1.50424e+01 1.79482e-05
5.86000e+00 9.97154e-01 9.99701e-01 1.00001e+00 9.93212e-01 9.99756e-01 -2.60585e-05 1.50167e+01 1.75047e-05
5.87000e+00 9.97670e-01 9.99697e-01 1.00001e+00 9.93759e-01 9.99780e-01 -2.54995e-05 1.49911e+01 1.70721e-05
5.88000e+00 9.98182e-01 9.99694e-01 1.00001e+00 9.94308e-01 9.99804e-01 -2.49512e-05 1.49656e+01 1.66503e-05
5.89000e+00 9.98690e-01 9.99691e-01 1.00001e+00 9.94859e-01 9.99828e-01 -2.44136e-05 1.49402e+01 1.62390e-05
5.90000e+00 9.99193e-01 9.99689e-01 1.00001e+00 9.95410e-01 9.99852e-01 -2.38865e-05 1.49149e+01 1.58379e-05
5.91000e+00 9.99689e-01 9.99687e-01 1.00000e+00 9.95962e-01 9.99875e-01 -2.33697e-05 1.48897e+01 1.54468e-05
5.92000e+00 1.00018e+00 9.99686e-01 1.00000e+00 9.96513e-01 9.99898e-01 -2.28631e-05 1.48645e+01 1.50653e-05
5.93000e+00 1.00066e+00 9.99686e-01 1.00000e+00 9.97061e-01 9.99920e-01 -2.23666e-05 1.48394e+01 1.46933e-05
5.94000e+00 1.00113e+00 9.99686e-01 1.00000e+00 9.97607e-01 9.99942e-01 -2.18800e-05 1.48145e+01 1.43305e-05
5.95000e+00 1.00160e+00 9.99687e-01 1.00000e+00 9.98149e-01 9.99964e-01 -2.14032e-05 1.47896e+01 1.39768e-05
5.96000e+00 1.00205e+00 9.99688e-01 1.00000e+00 9.98686e-01 9.99985e-01 -2.09360e-05 1.47647e+01 1.36318e-05
5.97000e+00 1.00250e+00 9.99690e-01 1.00000e+00 9.99218e-01 1.00001e+00 -2.04783e-05 1.47400e+01 1.32953e-05
5.98000e+00 1.00293e+00 9.99692e-01 1.00000e+00 9.99744e-01 1.00003e+00 -2.00299e-05 1.47154e+01 1.29672e-05
5.99000e+00 1.00335e+00 9.99695e-01 1.00000e+00 1.00026e+00 1.00004e+00 -1.95907e-05 1.46908e+01 1.26472e-05
6.00000e+00 1.00376e+00 9.99698e-01 1.00000e+00 1.00077e+00 1.00006e+00 -1.91605e-05 1.46663e+01 1.23352e-05
6.01000e+00 1.00416e+00 9.99702e-01 1.00000e+00 1.00127e+00 1.00008e+00 -1.87392e-05 1.46419e+01 1.20309e-05
6.02000e+00 1.00454e+00 9.99706e-01 1.00000e+00 1.00177e+00 1.00010e+00 -1.83266e-05 1.46176e+01 1.17341e-05
6.03000e+00 1.00491e+00 9.99710e-01 1.00000e+00 1.00225e+00 1.00012e+00 -1.79227e-05 1.45933e+01 1.14447e-05
6.04000e+00 1.00526e+00 9.99715e-01 1.00000e+00 1.00272e+00 1.00013e+00 -1.75271e-05 1.45692e+01 1.11624e-05
6.05000e+00 1.00560e+00 9.99721e-01 1.00000e+00 1.00318e+00 1.00015e+00 -1.71399e-05 1.45451e+01 1.08872e-05
6.06000e+00 1.00593e+00 9.99727e-01 9.99999e-01 1.00363e+00 1.00016e+00 -1.67608e-05 1.45211e+01 1.06187e-05
6.07000e+00 1.00624e+00 9.99733e-01 9.99999e-01 1.00406e+00 1.00018e+00 -1.63896e-05 1.44972e+01 1.03569e-05
6.08000e+00 1.00653e+00 9.99740e-01 9.99999e-01 1.00448e+00 1.00019e+00 -1.60264e-05 1.44733e+01 1.01016e-05
6.09000e+00 1.00681e+00 9.99747e-01 9.99998e-01 1.00489e+00 1.00020e+00 -1.56708e-05 1.44496e+01 9.85263e-06
6.10000e+00 1.00707e+00 9.99754e-01 9.99998e-01 1.00528e+00 1.00021e+00 -1.53227e-05 1.44259e+01 9.60980e-06
6.11000e+00 1.00731e+00 9.99761e-01 9.99998e-01 1.00566e+00 1.00022e+00 -1.49820e-05 1.44023e+01 9.37298e-06
6.12000e+00 1.00754e+00 9.99769e-01 9.99998e-01 1.00602e+00 1.00024e+00 -1.46486e-05 1.43787e+01 9.14202e-06
6.13000e+00 1.00775e+00 9.99778e-01 9.99997e-01 1.00636e+00 1.00024e+00 -1.43223e-05 1.43553e+01 8.91678e-06
6.14000e+00 1.00794e+00 9.99786e-01 9.99997e-01 1.00669e+00 1.00025e+00 -1.40029e-05 1.43319e+01 8.69710e-06
6.15000e+00 1.00812e+00 9.99795e-01 9.99997e-01 1.00701e+00 1.00026e+00 -1.36904e-05 1.43086e+01 8.48287e-06
6.16000e+00 1.00827e+00 9.99804e-01 9.99996e-01 1.00730e+00 1.00027e+00 -1.33845e-05 1.42854e+01 8.27393e-06
6.17000e+00 1.00841e+00 9.99813e-01 9.99996e-01 1.00758e+00 1.00028e+00 -1.30852e-05 1.42622e+01 8.07016e-06
6.18000e+00 1.00854e+00 9.99822e-01 9.99996e-01 1.00784e+00 1.00028e+00 -1.27922e-05 1.42391e+01 7.87143e-06
6.19000e+00 1.00864e+00 9.99831e-01 9.99996e-01 1.00809e+00 1.00029e+00 -1.25055e-05 1.42161e+01 7.67761e-06
6.20000e+00 1.00873e+00 9.99841e-01 9.99996e-01 1.00831e+00 1.00029e+00 -1.22250e-05 1.41932e+01 7.48858e-06
6.21000e+00 1.00880e+00 9.99851e-01 9.99995e-01 1.00852e+00 1.00030e+00 -1.19504e-05 1.41703e+01 7.30423e-06
6.22000e+00 1.00886e+00 9.99861e-01 9.99995e-01 1.00871e+00 1.00030e+00 -1.16817e-05 1.41476e+01 7.12443e-06
6.23000e+00 1.00890e+00 9.99871e-01 9.99995e-01 1.00888e+00 1.00030e+00 -1.14187e-05 1.41249e+01 6.94908e-06
6.24000e+00 1.00892e+00 9.99881e-01 9.99995e-01 1.00903e+00 1.00031e+00 -1.11614e-05 1.41022e+01 6.77806e-06
6.25000e+00 1.00892e+00 9.99891e-01 9.99995e-01 1.00917e+00 1.00031e+00 -1.09095e-05 1.40797e+01 6.61127e-06
6.26000e+00 1.00891e+00 9.99901e-01 9.99995e-01 1.00928e+00 1.00031e+00 -1.06630e-05 1.40572e+01 6.44860e-06
6.27000e+00 1.00888e+00 9.99911e-01 9.99994e-01 1.00938e+00 1.00031e+00 -1.04218e-05 1.40347e+01 6.28994e-06
6.28000e+00 1.00884e+00 9.99921e-01 9.99994e-01 1.00946e+00 1.00031e+00 -1.01857e-05 1.40124e+01 6.13521e-06
6.29000e+00 1.00878e+00 9.99931e-01 9.99994e-01 1.00953e+00 1.00031e+00 -9.95464e-06 1.39901e+01 5.98430e-06
6.30000e+00 1.00871e+00 9.99941e-01 9.99994e-01 1.00957e+00 1.00031e+00 -9.72848e-06 1.39679e+01 5.83711e-06
6.31000e+00 1.00862e+00 9.99951e-01 9.99994e-01 1.00960e+00 1.00031e+00 -9.50714e-06 1.39458e+01 5.69356e-06
6.32000e+00 1.00852e+00 9.99961e-01 9.99994e-01 1.00961e+00 1.00030e+00 -9.29049e-06 1.39237e+01 5.55355e-06
6.33000e+00 1.00840e+00 9.99971e-01 9.99994e-01 1.00960e+00 1.00030e+00 -9.07845e-06 1.39017e+01 5.41700e-06
6.34000e+00 1.00827e+00 9.99981e-01 9.99994e-01 1.00957e+00 1.00030e+00 -8.87092e-06 1.38798e+01 5.28382e-06
6.35000e+00 1.00813e+00 9.99990e-01 9.99994e-01 1.00953e+00 1.00030e+00 -8.66779e-06 1.38579e+01 5.15393e-06
6.36000e+00 1.00798e+00 1.00000e+00 9.99994e-01 1.00947e+00 1.00029e+00 -8.46898e-06 1.38361e+01 5.02724e-06
6.37000e+00 1.00781e+00 1.00001e+00 9.99994e-01 1.00940e+00 1.00029e+00 -8.27440e-06 1.38144e+01 4.90368e-06
6.38000e+00 1.00763e+00 1.00002e+00 9.99994e-01 1.00931e+00 1.00028e+00 -8.08394e-06 1.37928e+01 4.78316e-06
6.39000e+00 1.00744e+00 1.00003e+00 9.99994e-01 1.00921e+00 1.00028e+00 -7.89754e-06 1.37712e+01 4.66563e-06
6.40000e+00 1.00724e+00 1.00004e+00 9.99994e-01 1.00909e+00 1.00027e+00 -7.71511e-06 1.37497e+01 4.55099e-06
6.41000e+00 1.00703e+00 1.00004e+00 9.99994e-01 1.00896e+00 1.00027e+00 -7.53656e-06 1.37282e+01 4.43917e-06
6.42000e+00 1.00681e+00 1.00005e+00 9.99994e-01 1.00881e+00 1.00026e+00 -7.36182e-06 1.37068e+01 4.33012e-06
6.43000e+00 1.00659e+00 1.00006e+00 9.99994e-01 1.00865e+00 1.00025e+00 -7.19082e-06 1.36855e+01 4.22375e-06
6.44000e+00 1.00635e+00 1.00007e+00 9.99994e-01 1.00848e+00 1.00025e+00 -7.02347e-06 1.36643e+01 4.12001e-06
6.45000e+00 1.00611e+00 1.00008e+00 9.99994e-01 1.00829e+00 1.00024e+00 -6.85970e-06 1.36431e+01 4.01883e-06
6.46000e+00 1.00586e+00 1.00008e+00 9.99994e-01 1.00809e+00 1.00023e+00 -6.69945e-06 1.36220e+01 3.92014e-06
6.47000e+00 1.00560e+00 1.00009e+00 9.99994e-01 1.00789e+00 1.00022e+00 -6.54266e-06 1.36009e+01 3.82388e-06
6.48000e+00 1.00534e+00 1.00010e+00 9.99994e-01 1.00767e+00 1.00022e+00 -6.38924e-06 1.35799e+01 3.72999e-06
6.49000e+00 1.00507e+00 1.00010e+00 9.99995e-01 1.00744e+00 1.00021e+00 -6.23914e-06 1.35590e+01 3.63842e-06
6.50000e+00 1.00480e+00 1.00011e+00 9.99995e-01 1.00720e+00 1.00020e+00 -6.09230e-06 1.35381e+01 3.54911e-06
6.51000e+00 1.00452e+00 1.00012e+00 9.99995e-01 1.00695e+00 1.00019e+00 -5.94866e-06 1.35173e+01 3.46199e-06
6.52000e+00 1.00424e+00 1.00012e+00 9.99995e-01 1.00670e+00 1.00018e+00 -5.80815e-06 1.34966e+01 3.37703e-06
6.53000e+00 1.00396e+00 1.00013e+00 9.99995e-01 1.00643e+00 1.00017e+00 -5.67072e-06 1.34759e+01 3.29415e-06
6.54000e+00 1.00367e+00 1.00013e+00 9.99995e-01 1.00616e+00 1.00017e+00 -5.53631e-06 1.34553e+01 3.21332e-06
6.55000e+00 1.00338e+00 1.00014e+00 9.99995e-01 1.00589e+00 1.00016e+00 -5.40487e-06 1.34348e+01 3.13447e-06
6.56000e+00 1.00309e+00 1.00014e+00 9.99995e-01 1.00560e+00 1.00015e+00 -5.27634e-06 1.34143e+01 3.05757e-06
6.57000e+00 1.00280e+00 1.00015e+00 9.99996e-01 1.00531e+00 1.00014e+00 -5.15068e-06 1.33939e+01 2.98257e-06
6.58000e+00 1.00251e+00 1.00015e+00 9.99996e-01 1.00502e+00 1.00013e+00 -5.02782e-06 1.33735e+01 2.90941e-06
6.59000e+00 1.00222e+00 1.00015e+00 9.99996e-01 1.00472e+00 1.00012e+00 -4.90772e-06 1.33532e+01 2.83805e-06
6.60000e+00 1.00193e+00 1.00016e+00 9.99996e-01 1.00442e+00 1.00011e+00 -4.79033e-06 1.33330e+01 2.76844e-06
6.61000e+00 1.00164e+00 1.00016e+00 9.99996e-01 1.00412e+00 1.00010e+00 -4.67560e-06 1.33128e+01 2.70055e-06
6.62000e+00 1.00136e+00 1.00016e+00 9.99997e-01 1.00381e+00 1.00010e+00 -4.56348e-06 1.32927e+01 2.63434e-06
6.63000e+00 1.00107e+00 1.00016e+00 9.99997e-01 1.00350e+00 1.00009e+00 -4.45392e-06 1.32727e+01 2.56975e-06
6.64000e+00 1.00079e+00 1.00017e+00 9.99997e-01 1.00319e+00 1.00008e+00 -4.34687e-06 1.32527e+01 2.50675e-06
6.65000e+00 1.00051e+00 1.00017e+00 9.99997e-01 1.00288e+00 1.00007e+00 -4.24230e-06 1.32328e+01 2.44530e-06
6.66000e+00 1.00024e+00 1.00017e+00 9.99997e-01 1.00257e+00 1.00006e+00 -4.14014e-06 1.32129e+01 2.38536e-06
6.67000e+00 9.99964e-01 1.00017e+00 9.99998e-01 1.00226e+00 1.00005e+00 -4.04037e-06 1.31931e+01 2.32689e-06
6.68000e+00 9.99698e-01 1.00017e+00 9.99998e-01 1.00195e+00 1.00005e+00 -3.94293e-06 1.31733e+01 2.26987e-06
6.69000e+00 9.99436e-01 1.00017e+00 9.99998e-01 1.00165e+00 1.00004e+00 -3.84777e-06 1.31536e+01 2.21425e-06
6.70000e+00 9.99179e-01 1.00017e+00 9.99998e-01 1.00134e+00 1.00003e+00 -3.75486e-06 1.31340e+01 2.15999e-06
6.71000e+00 9.98928e-01 1.00017e+00 9.99998e-01 1.00104e+00 1.00002e+00 -3.66414e-06 1.31144e+01 2.10707e-06
6.72000e+00 9.98683e-01 1.00017e+00 9.99999e-01 1.00074e+00 1.00001e+00 -3.57559e-06 1.30949e+01 2.05545e-06
6.73000e+00 9.98444e-01 1.00017e+00 9.99999e-01 1.00044e+00 1.00001e+00 -3.48914e-06 1.30755e+01 2.00510e-06
6.74000e+00 9.98211e-01 1.00017e+00 9.99999e-01 1.00015e+00 1.00000e+00 -3.40476e-06 1.30561e+01 1.95599e-06
6.75000e+00 9.97986e-01 1.00017e+00 9.99999e-01 9.99861e-01 9.99993e-01 -3.32241e-06 1.30367e+01 1.90808e-06
6.76000e+00 9.97767e-01 1.00016e+00 9.99999e-01 9.99578e-01 9.99987e-01 -3.24204e-06 1.30174e+01 1.86135e-06
6.77000e+00 9.97556e-01 1.00016e+00 9.99999e-01 9.99300e-01 9.99980e-01 -3.16361e-06 1.29982e+01 1.81577e-06
6.78000e+00 9.97353e-01 1.00016e+00 1.00000e+00 9.99027e-01 9.99974e-01 -3.08708e-06 1.29790e+01 1.77131e-06
6.79000e+00 9.97158e-01 1.00016e+00 1.00000e+00 9.98761e-01 9.99967e-01 -3.01241e-06 1.29599e+01 1.72794e-06
6.80000e+00 9.96970e-01 1.00016e+00 1.00000e+00 9.98501e-01 9.99962e-01 -2.93956e-06 1.29409e+01 1.68564e-06
6.81000e+00 9.96791e-01 1.00015e+00 1.00000e+00 9.98247e-01 9.99956e-01 -2.86848e-06 1.29219e+01 1.64438e-06
6.82000e+00 9.96621e-01 1.00015e+00 1.00000e+00 9.98001e-01 9.99950e-01 -2.79913e-06 1.29029e+01 1.60413e-06
6.83000e+00 9.96459e-01 1.00015e+00 1.00000e+00 9.97762e-01 9.99945e-01 -2.73148e-06 1.28840e+01 1.56487e-06
6.84000e+00 9.96306e-01 1.00014e+00 1.00000e+00 9.97530e-01 9.99940e-01 -2.66548e-06 1.28652e+01 1.52657e-06
6.85000e+00 9.96162e-01 1.00014e+00 1.00000e+00 9.97307e-01 9.99935e-01 -2.60110e-06 1.28464e+01 1.48921e-06
6.86000e+00 9.96027e-01 1.00013e+00 1.00000e+00 9.97091e-01 9.99931e-01 -2.53830e-06 1.28277e+01 1.45277e-06
6.87000e+00 9.95901e-01 1.00013e+00 1.00000e+00 9.96884e-01 9.99927e-01 -2.47703e-06 1.28090e+01 1.41723e-06
6.88000e+00 9.95784e-01 1.00013e+00 1.00000e+00 9.96686e-01 9.99923e-01 -2.41726e-06 1.27904e+01 1.38256e-06
6.89000e+00 9.95676e-01 1.00012e+00 1.00000e+00 9.96496e-01 9.99919e-01 -2.35896e-06 1.27718e+01 1.34874e-06
6.90000e+00 9.95578e-01 1.00012e+00 1.00000e+00 9.96316e-01 9.99915e-01 -2.30208e-06 1.27533e+01 1.31575e-06
6.91000e+00 9.95489e-01 1.00011e+00 1.00000e+00 9.96144e-01 9.99912e-01 -2.24658e-06 1.27349e+01 1.28356e-06
6.92000e+00 9.95409e-01 1.00011e+00 1.00000e+00 9.95983e-01 9.99909e-01 -2.19244e-06 1.27165e+01 1.25217e-06
6.93000e+00 9.95339e-01 1.00010e+00 1.00000e+00 9.95830e-01 9.99906e-01 -2.13962e-06 1.26981e+01 1.22155e-06
6.94000e+00 9.95278e-01 1.00010e+00 1.00000e+00 9.95687e-01 9.99904e-01 -2.08808e-06 1.26798e+01 1.19168e-06
6.95000e+00 9.95226e-01 1.00009e+00 1.00000e+00 9.95554e-01 9.99901e-01 -2.03779e-06 1.26616e+01 1.16254e-06
6.96000e+00 9.95183e-01 1.00009e+00 1.00000e+00 9.95430e-01 9.99899e-01 -1.98871e-06 1.26434e+01 1.13412e-06
6.97000e+00 9.95149e-01 1.00008e+00 1.00000e+00 9.95316e-01 9.99898e-01 -1.94082e-06 1.26252e+01 1.10640e-06
6.98000e+00 9.95125e-01 1.00008e+00 1.00000e+00 9.95213e-01 9.99896e-01 -1.89408e-06 1.26071e+01 1.07935e-06
6.99000e+00 9.95109e-01 1.00007e+00 1.00000e+00 9.95119e-01 9.99895e-01 -1.84846e-06 1.25891e+01 1.05297e-06
7.00000e+00 9.95102e-01 1.00006e+00 1.00000e+00 9.95034e-01 9.99893e-01 -1.80393e-06 1.25711e+01 1.02724e-06
7.01000e+00 9.95104e-01 1.00006e+00 1.00000e+00 9.94960e-01 9.99893e-01 -1.76046e-06 1.25532e+01 1.00213e-06
7.02000e+00 9.95115e-01 1.00005e+00 1.00000e+00 9.94896e-01 9.99892e-01 -1.71802e-06 1.25353e+01 9.77643e-07
7.03000e+00 9.95133e-01 1.00005e+00 1.00000e+00 9.94841e-01 9.99891e-01 -1.67658e-06 1.25175e+01 9.53755e-07
7.04000e+00 9.95161e-01 1.00004e+00 1.00000e+00 9.94796e-01 9.99891e-01 -1.63613e-06 1.24997e+01 9.30452e-07
7.05000e+00 9.95196e-01 1.00004e+00 1.00000e+00 9.94761e-01 9.99891e-01 -1.59662e-06 1.24820e+01 9.07721e-07
7.06000e+00 9.95239e-01 1.00003e+00 1.00000e+00 9.94735e-01 9.99891e-01 -1.55803e-06 1.24643e+01 8.85547e-07
7.07000e+00 9.95290e-01 1.00003e+00 1.00000e+00 9.94719e-01 9.99892e-01 -1.52035e-06 1.24467e+01 8.63916e-07
7.08000e+00 9.95348e-01 1.00002e+00 1.00000e+00 9.94712e-01 9.99892e-01 -1.48355e-06 1.24291e+01 8.42815e-07
7.09000e+00 9.95414e-01 1.00002e+00 1.00000e+00 9.94715e-01 9.99893e-01 -1.44759e-06 1.24115e+01 8.22231e-07
7.10000e+00 9.95486e-01 1.00001e+00 1.00000e+00 9.94726e-01 9.99894e-01 -1.41247e-06 1.23941e+01 8.02152e-07
7.11000e+00 9.95566e-01 1.00000e+00 1.00000e+00 9.94747e-01 9.99895e-01 -1.37816e-06 1.23766e+01 7.82565e-07
7.12000e+00 9.95652e-01 1.00000e+00 1.00000e+00 9.94776e-01 9.99896e-01 -1.34464e-06 1.23592e+01 7.63457e-07
7.13000e+00 9.95745e-01 9.99995e-01 1.00000e+00 9.94814e-01 9.99897e-01 -1.31189e-06 1.23419e+01 7.44817e-07
7.14000e+00 9.95843e-01 9.99990e-01 1.00000e+00 9.94860e-01 9.99899e-01 -1.27989e-06 1.23246e+01 7.26634e-07
7.15000e+00 9.95948e-01 9.99985e-01 1.00000e+00 9.94915e-01 9.99900e-01 -1.24862e-06 1.23074e+01 7.08896e-07
7.16000e+00 9.96058e-01 9.99980e-01 1.00000e+00 9.94977e-01 9.99902e-01 -1.21806e-06 1.22902e+01 6.91592e-07
7.17000e+00 9.96173e-01 9.99975e-01 1.00000e+00 9.95047e-01 9.99904e-01 -1.18820e-06 1.22731e+01 6.74713e-07
7.18000e+00 9.96293e-01 9.99971e-01 1.00000e+00 9.95125e-01 9.99906e-01 -1.15902e-06 1.22560e+01 6.58246e-07
7.19000e+00 9.96418e-01 9.99966e-01 1.00000e+00 9.95210e-01 9.99908e-01 -1.13051e-06 1.22389e+01 6.42183e-07
7.20000e+00 9.96548e-01 9.99962e-01 1.00000e+00 9.95302e-01 9.99911e-01 -1.10264e-06 1.22219e+01 6.26512e-07
7.21000e+00 9.96682e-01 9.99958e-01 1.00000e+00 9.95401e-01 9.99913e-01 -1.07542e-06 1.22050e+01 6.11226e-07
7.22000e+00 9.96819e-01 9.99954e-01 1.00000e+00 9.95507e-01 9.99915e-01 -1.04881e-06 1.21881e+01 5.96313e-07
7.23000e+00 9.96961e-01 9.99950e-01 1.00000e+00 9.95618e-01 9.99918e-01 -1.02281e-06 1.21712e+01 5.81765e-07
7.24000e+00 9.97105e-01 9.99946e-01 1.00000e+00 9.95736e-01 9.99921e-01 -9.97410e-07 1.21544e+01 5.67574e-07
7.25000e+00 9.97253e-01 9.99943e-01 1.00000e+00 9.95859e-01 9.99923e-01 -9.72590e-07 1.21376e+01 5.53730e-07
7.26000e+00 9.97403e-01 9.99939e-01 1.00000e+00 9.95988e-01 9.99926e-01 -9.48342e-07 1.21209e+01 5.40224e-07
7.27000e+00 9.97556e-01 9.99936e-01 1.00000e+00 9.96121e-01 9.99929e-01 -9.24654e-07 1.21042e+01 5.27049e-07
7.28000e+00 9.97710e-01 9.99933e-01 1.00000e+00 9.96260e-01 9.99932e-01 -9.01515e-07 1.20876e+01 5.14196e-07
7.29000e+00 9.97867e-01 9.99930e-01 1.00000e+00 9.96403e-01 9.99935e-01 -8.78913e-07 1.20710e+01 5.01657e-07
7.30000e+00 9.98025e-01 9.99927e-01 1.00000e+00 9.96550e-01 9.99938e-01 -8.56839e-07 1.20545e+01 4.89425e-07
7.31000e+00 9.98184e-01 9.99925e-01 1.00000e+00 9.96701e-01 9.99941e-01 -8.35283e-07 1.20380e+01 4.77492e-07
7.32000e+00 9.98344e-01 9.99922e-01 1.00000e+00 9.96856e-01 9.99944e-01 -8.14235e-07 1.20216e+01 4.65852e-07
7.33000e+00 9.98505e-01 9.99920e-01 1.00000e+00 9.97014e-01 9.99947e-01 -7.93685e-07 1.20052e+01 4.54495e-07
7.34000e+00 9.98666e-01 9.99918e-01 1.00000e+00 9.97175e-01 9.99950e-01 -7.73625e-07 1.19888e+01 4.43417e-07
7.35000e+00 9.98827e-01 9.99916e-01 1.00000e+00 9.97338e-01 9.99953e-01 -7.54045e-07 1.19725e+01 4.32609e-07
7.36000e+00 9.98988e-01 9.99915e-01 1.00000e+00 9.97504e-01 9.99956e-01 -7.34936e-07 1.19562e+01 4.22065e-07
7.37000e+00 9.99148e-01 9.99913e-01 1.00000e+00 9.97671e-01 9.99959e-01 -7.16289e-07 1.19400e+01 4.11779e-07
7.38000e+00 9.99308e-01 9.99912e-01 1.00000e+00 9.97840e-01 9.99962e-01 -6.98097e-07 1.19238e+01 4.01745e-07
7.39000e+00 9.99467e-01 9.99911e-01 1.00000e+00 9.98011e-01 9.99965e-01 -6.80351e-07 1.19077e+01 3.91956e-07
7.40000e+00 9.99624e-01 9.99909e-01 1.00000e+00 9.98183e-01 9.99968e-01 -6.63042e-07 1.18916e+01 3.82406e-07
7.41000e+00 9.99779e-01 9.99909e-01 1.00000e+00 9.98355e-01 9.99971e-01 -6.46163e-07 1.18756e+01 3.73089e-07
7.42000e+00 9.99933e-01 9.99908e-01 1.00000e+00 9.98527e-01 9.99974e-01 -6.29705e-07 1.18595e+01 3.64000e-07
7.43000e+00 1.00008e+00 9.99908e-01 1.00000e+00 9.98700e-01 9.99977e-01 -6.13660e-07 1.18436e+01 3.55133e-07
7.44000e+00 1.00023e+00 9.99907e-01 1.00000e+00 9.98873e-01 9.99980e-01 -5.98020e-07 1.18277e+01 3.46483e-07
7.45000e+00 1.00038e+00 9.99907e-01 1.00000e+00 9.99045e-01 9.99983e-01 -5.82777e-07 1.18118e+01 3.38044e-07
7.46000e+00 1.00053e+00 9.99907e-01 1.00000e+00 9.99216e-01 9.99986e-01 -5.67925e-07 1.17960e+01 3.29811e-07
