# r/r_s,   beta v_ii^eff   (both unitless)
5.564999999999998614e+00, 1.306142502895603630e-01
5.574999999999999289e+00, 1.303628860212674156e-01
5.584999999999999076e+00, 1.301124611907591433e-01
5.594999999999998863e+00, 1.298629707217534013e-01
5.604999999999998650e+00, 1.296144096418306857e-01
5.614999999999999325e+00, 1.293667729468391536e-01
5.624999999999999112e+00, 1.291200557349366507e-01
5.634999999999998899e+00, 1.288742530728251567e-01
5.644999999999998685e+00, 1.286293601279932808e-01
5.654999999999999361e+00, 1.283853720367468809e-01
5.664999999999999147e+00, 1.281422840346850278e-01
5.674999999999998934e+00, 1.279000913264937145e-01
5.684999999999998721e+00, 1.276587892146878178e-01
5.694999999999999396e+00, 1.274183729711362290e-01
5.704999999999999183e+00, 1.271788379640993172e-01
5.714999999999998970e+00, 1.269401795314565595e-01
5.724999999999998757e+00, 1.267023931060688446e-01
5.734999999999999432e+00, 1.264654740906776820e-01
5.744999999999999218e+00, 1.262294179816228490e-01
5.754999999999999005e+00, 1.259942202453840088e-01
5.764999999999998792e+00, 1.257598764406822334e-01
5.774999999999998579e+00, 1.255263820966336652e-01
5.784999999999999254e+00, 1.252937328332650868e-01
5.794999999999999041e+00, 1.250619242412515097e-01
5.804999999999998828e+00, 1.248309520008719781e-01
5.814999999999998614e+00, 1.246008117633046614e-01
5.824999999999999289e+00, 1.243714992680489406e-01
5.834999999999999076e+00, 1.241430102257513185e-01
5.844999999999998863e+00, 1.239153404341217513e-01
5.854999999999998650e+00, 1.236884856622621903e-01
5.864999999999999325e+00, 1.234624417651020850e-01
5.874999999999999112e+00, 1.232372045692070178e-01
5.884999999999998899e+00, 1.230127699857569978e-01
5.894999999999998685e+00, 1.227891338978078922e-01
5.904999999999999361e+00, 1.225662922718396969e-01
5.914999999999999147e+00, 1.223442410464466862e-01
5.924999999999998934e+00, 1.221229762424783510e-01
5.934999999999998721e+00, 1.219024938531328844e-01
5.944999999999999396e+00, 1.216827899527172241e-01
5.954999999999999183e+00, 1.214638605881195044e-01
5.964999999999998970e+00, 1.212457018862099778e-01
5.974999999999998757e+00, 1.210283099466701456e-01
5.984999999999998543e+00, 1.208116809480575815e-01
5.994999999999999218e+00, 1.205958110419684259e-01
6.004999999999999005e+00, 1.203806964577895239e-01
6.014999999999998792e+00, 1.201663333981706772e-01
6.024999999999998579e+00, 1.199527181424862032e-01
6.034999999999999254e+00, 1.197398469435958929e-01
6.044999999999999041e+00, 1.195277161300364321e-01
6.054999999999998828e+00, 1.193163220040506373e-01
6.064999999999998614e+00, 1.191056609425290985e-01
6.074999999999999289e+00, 1.188957292962862650e-01
6.084999999999999076e+00, 1.186865234897744176e-01
6.094999999999998863e+00, 1.184780399215845381e-01
6.104999999999998650e+00, 1.182702750629534283e-01
6.114999999999999325e+00, 1.180632253594694342e-01
6.124999999999999112e+00, 1.178568873283917240e-01
6.134999999999998899e+00, 1.176512574615414669e-01
6.144999999999998685e+00, 1.174463323214536559e-01
6.154999999999999361e+00, 1.172421084454330770e-01
6.164999999999999147e+00, 1.170385824405573150e-01
6.174999999999998934e+00, 1.168357508888800411e-01
6.184999999999998721e+00, 1.166336104413037145e-01
6.194999999999998508e+00, 1.164321577239100236e-01
6.204999999999999183e+00, 1.162313894307211160e-01
6.214999999999998970e+00, 1.160313022311402209e-01
6.224999999999998757e+00, 1.158318928616189625e-01
6.234999999999998543e+00, 1.156331580341881243e-01
6.244999999999999218e+00, 1.154350945270511131e-01
6.254999999999999005e+00, 1.152376990941866020e-01
6.264999999999998792e+00, 1.150409685548850203e-01
6.274999999999998579e+00, 1.148448997044060199e-01
6.284999999999999254e+00, 1.146494894024746164e-01
6.294999999999999041e+00, 1.144547344849774634e-01
6.304999999999998828e+00, 1.142606318514342856e-01
6.314999999999998614e+00, 1.140671783777167103e-01
6.324999999999999289e+00, 1.138743710025121869e-01
6.334999999999999076e+00, 1.136822066410470566e-01
6.344999999999998863e+00, 1.134906822705602086e-01
6.354999999999998650e+00, 1.132997948450159137e-01
6.364999999999999325e+00, 1.131095413796000815e-01
6.374999999999999112e+00, 1.129199188664079950e-01
6.384999999999998899e+00, 1.127309243579802805e-01
6.394999999999998685e+00, 1.125425548839478207e-01
6.404999999999998472e+00, 1.123548075336245067e-01
6.414999999999999147e+00, 1.121676793735933569e-01
6.424999999999998934e+00, 1.119811675293699571e-01
6.434999999999998721e+00, 1.117952691039164614e-01
6.444999999999998508e+00, 1.116099812583903617e-01
6.454999999999999183e+00, 1.114253011315705505e-01
6.464999999999998970e+00, 1.112412259197060466e-01
6.474999999999998757e+00, 1.110577527968407002e-01
6.484999999999998543e+00, 1.108748789937751555e-01
6.494999999999999218e+00, 1.106926017192766398e-01
6.504999999999999005e+00, 1.105109182381676242e-01
6.514999999999998792e+00, 1.103298257934067911e-01
6.524999999999998579e+00, 1.101493216833185074e-01
6.534999999999999254e+00, 1.099694031845302872e-01
6.544999999999999041e+00, 1.097900676283580096e-01
6.554999999999998828e+00, 1.096113123245858328e-01
6.564999999999998614e+00, 1.094331346370196467e-01
6.574999999999999289e+00, 1.092555319080968507e-01
6.584999999999999076e+00, 1.090785015336210584e-01
6.594999999999998863e+00, 1.089020408881892082e-01
6.604999999999998650e+00, 1.087261473991192606e-01
6.614999999999999325e+00, 1.085508184726822895e-01
6.624999999999999112e+00, 1.083760515672365227e-01
6.634999999999998899e+00, 1.082018441202505926e-01
6.644999999999998685e+00, 1.080281936206568677e-01
6.654999999999998472e+00, 1.078550975366538017e-01
6.664999999999999147e+00, 1.076825533872900892e-01
6.674999999999998934e+00, 1.075105586710348726e-01
6.684999999999998721e+00, 1.073391109366038793e-01
6.694999999999998508e+00, 1.071682077122856208e-01
6.704999999999999183e+00, 1.069978465760212383e-01
6.714999999999998970e+00, 1.068280250854754948e-01
6.724999999999998757e+00, 1.066587408473817083e-01
6.734999999999998543e+00, 1.064899914483452836e-01
6.744999999999999218e+00, 1.063217745234657508e-01
6.754999999999999005e+00, 1.061540876878621226e-01
6.764999999999998792e+00, 1.059869286045819342e-01
6.774999999999998579e+00, 1.058202949168371015e-01
6.784999999999999254e+00, 1.056541843152123128e-01
6.794999999999999041e+00, 1.054885944706001333e-01
6.804999999999998828e+00, 1.053235231007190603e-01
6.814999999999998614e+00, 1.051589679037363556e-01
6.824999999999999289e+00, 1.049949266241072127e-01
6.834999999999999076e+00, 1.048313969868764489e-01
6.844999999999998863e+00, 1.046683767628462658e-01
6.854999999999998650e+00, 1.045058637035470306e-01
6.864999999999998437e+00, 1.043438556057450922e-01
6.874999999999999112e+00, 1.041823502470721197e-01
6.884999999999998899e+00, 1.040213454498824242e-01
6.894999999999998685e+00, 1.038608390175313478e-01
6.904999999999998472e+00, 1.037008287975914184e-01
6.914999999999999147e+00, 1.035413126187699068e-01
6.924999999999998934e+00, 1.033822883534946530e-01
6.934999999999998721e+00, 1.032237538554600792e-01
6.944999999999998508e+00, 1.030657070215920817e-01
6.954999999999999183e+00, 1.029081457302136182e-01
6.964999999999998970e+00, 1.027510679023980744e-01
6.974999999999998757e+00, 1.025944714407443642e-01
6.984999999999998543e+00, 1.024383542901280975e-01
6.994999999999999218e+00, 1.022827143770781988e-01
7.004999999999999005e+00, 1.021275496699336899e-01
7.014999999999998792e+00, 1.019728581188125704e-01
7.024999999999998579e+00, 1.018186377151841376e-01
7.034999999999999254e+00, 1.016648864324209561e-01
7.044999999999999041e+00, 1.015116022847951105e-01
7.054999999999998828e+00, 1.013587832686046464e-01
7.064999999999998614e+00, 1.012064274206022629e-01
7.074999999999998401e+00, 1.010545327596882870e-01
7.084999999999999076e+00, 1.009030973447793966e-01
7.094999999999998863e+00, 1.007521192170600377e-01
7.104999999999998650e+00, 1.006015964572998939e-01
7.114999999999998437e+00, 1.004515271286551964e-01
7.124999999999999112e+00, 1.003019093334422823e-01
7.134999999999998899e+00, 1.001527411564814979e-01
7.144999999999998685e+00, 1.000040207213354210e-01
7.154999999999998472e+00, 9.985574613418608803e-02
7.164999999999999147e+00, 9.970791553954679032e-02
7.174999999999998934e+00, 9.956052706466393676e-02
7.184999999999998721e+00, 9.941357887471023724e-02
7.194999999999998508e+00, 9.926706911770458164e-02
7.204999999999999183e+00, 9.912099597919328542e-02
7.214999999999998970e+00, 9.897535762767992185e-02
7.224999999999998757e+00, 9.883015226880273452e-02
7.234999999999998543e+00, 9.868537809126824711e-02
7.244999999999999218e+00, 9.854103332052989439e-02
7.254999999999999005e+00, 9.839711616521838733e-02
7.264999999999998792e+00, 9.825362487033065251e-02
7.274999999999998579e+00, 9.811055766414840396e-02
7.284999999999998366e+00, 9.796791281094421877e-02
7.294999999999999041e+00, 9.782568855838179311e-02
7.304999999999998828e+00, 9.768388318974628726e-02
7.314999999999998614e+00, 9.754249497181885498e-02
7.324999999999998401e+00, 9.740152220663853000e-02
7.334999999999999076e+00, 9.726096317984338213e-02
7.344999999999998863e+00, 9.712081621197134196e-02
7.354999999999998650e+00, 9.698107960726201626e-02
7.364999999999998437e+00, 9.684175170450151637e-02
7.374999999999999112e+00, 9.670283082627918747e-02
7.384999999999998899e+00, 9.656431532938268558e-02
7.394999999999998685e+00, 9.642620355450309821e-02
7.404999999999998472e+00, 9.628849387618780564e-02
7.414999999999999147e+00, 9.615118465298552741e-02
7.424999999999998934e+00, 9.601427427696455907e-02
7.434999999999998721e+00, 9.587776112429180486e-02
7.444999999999998508e+00, 9.574164360432162180e-02
7.454999999999999183e+00, 9.560592011060316253e-02
7.464999999999998970e+00, 9.547058906954541957e-02
7.474999999999998757e+00, 9.533564889184809044e-02
7.484999999999998543e+00, 9.520109802074760985e-02
7.494999999999998330e+00, 9.506693488386526447e-02
7.504999999999999005e+00, 9.493315794104181804e-02
7.514999999999998792e+00, 9.479976563659507638e-02
7.524999999999998579e+00, 9.466675644674973911e-02
7.534999999999998366e+00, 9.453412883229900254e-02
7.544999999999999041e+00, 9.440188128563502257e-02
7.554999999999998828e+00, 9.427001228380892106e-02
7.564999999999998614e+00, 9.413852033516695306e-02
7.574999999999998401e+00, 9.400740393280349050e-02
7.584999999999999076e+00, 9.387666160080886113e-02
7.594999999999998863e+00, 9.374629184811056337e-02
7.604999999999998650e+00, 9.361629321433663498e-02
7.614999999999998437e+00, 9.348666422403906218e-02
7.624999999999999112e+00, 9.335740343218049131e-02
7.634999999999998899e+00, 9.322850937873382315e-02
7.644999999999998685e+00, 9.309998063379633371e-02
7.654999999999998472e+00, 9.297181575255965280e-02
7.664999999999999147e+00, 9.284401332005860763e-02
7.674999999999998934e+00, 9.271657190650668678e-02
7.684999999999998721e+00, 9.258949011168232657e-02
7.694999999999998508e+00, 9.246276652062510037e-02
7.704999999999998295e+00, 9.233639974766612302e-02
7.714999999999998970e+00, 9.221038839247991392e-02
7.724999999999998757e+00, 9.208473108376220850e-02
7.734999999999998543e+00, 9.195942643563287389e-02
7.744999999999998330e+00, 9.183447309096781641e-02
7.754999999999999005e+00, 9.170986967814642732e-02
7.764999999999998792e+00, 9.158561485404212443e-02
7.774999999999998579e+00, 9.146170726111069182e-02
7.784999999999998366e+00, 9.133814557004404922e-02
7.794999999999999041e+00, 9.121492843719385124e-02
7.804999999999998828e+00, 9.109205454689375814e-02
7.814999999999998614e+00, 9.096952256921397861e-02
7.824999999999998401e+00, 9.084733120195623290e-02
7.834999999999999076e+00, 9.072547912873375753e-02
7.844999999999998863e+00, 9.060396506064533062e-02
7.854999999999998650e+00, 9.048278769467550664e-02
7.864999999999998437e+00, 9.036194575505085425e-02
7.874999999999999112e+00, 9.024143795195789519e-02
7.884999999999998899e+00, 9.012126302258506583e-02
7.894999999999998685e+00, 9.000141969015366950e-02
7.904999999999998472e+00, 8.988190670465057153e-02
7.914999999999998259e+00, 8.976272280216739119e-02
7.924999999999998934e+00, 8.964386674532813515e-02
7.934999999999998721e+00, 8.952533728293268767e-02
7.944999999999998508e+00, 8.940713319008396220e-02
7.954999999999998295e+00, 8.928925322813031917e-02
7.964999999999998970e+00, 8.917169618449721780e-02
7.974999999999998757e+00, 8.905446083292452297e-02
7.984999999999998543e+00, 8.893754597300614073e-02
7.994999999999998330e+00, 8.882095039071866149e-02
8.004999999999999005e+00, 8.870467289767294816e-02
8.014999999999998792e+00, 8.858871229192964714e-02
8.025000000000000355e+00, 8.847306739696732258e-02
8.035000000000000142e+00, 8.835773702278046371e-02
8.044999999999999929e+00, 8.824272000456812037e-02
8.054999999999999716e+00, 8.812801516411075675e-02
8.064999999999999503e+00, 8.801362134818280225e-02
8.074999999999999289e+00, 8.789953739020499313e-02
8.084999999999999076e+00, 8.778576214838457181e-02
8.094999999999998863e+00, 8.767229446763857847e-02
8.105000000000000426e+00, 8.755913321746613964e-02
8.115000000000000213e+00, 8.744627725413957331e-02
8.125000000000000000e+00, 8.733372545831143141e-02
8.134999999999999787e+00, 8.722147669746939391e-02
8.144999999999999574e+00, 8.710952986328296399e-02
8.154999999999999361e+00, 8.699788383431783512e-02
8.164999999999999147e+00, 8.688653751312595819e-02
8.174999999999998934e+00, 8.677548978921559297e-02
8.184999999999998721e+00, 8.666473957588864685e-02
8.195000000000000284e+00, 8.655428577346252483e-02
8.205000000000000071e+00, 8.644412730585823712e-02
8.214999999999999858e+00, 8.633426308407102234e-02
8.224999999999999645e+00, 8.622469204251226316e-02
8.234999999999999432e+00, 8.611541310272546879e-02
8.244999999999999218e+00, 8.600642520948545422e-02
8.254999999999999005e+00, 8.589772729475649016e-02
8.264999999999998792e+00, 8.578931831355167403e-02
8.275000000000000355e+00, 8.568119720812973628e-02
8.285000000000000142e+00, 8.557336294361968243e-02
8.294999999999999929e+00, 8.546581447245056584e-02
8.304999999999999716e+00, 8.535855076974520339e-02
8.314999999999999503e+00, 8.525157079798117987e-02
8.324999999999999289e+00, 8.514487354215537207e-02
8.334999999999999076e+00, 8.503845797467345091e-02
8.344999999999998863e+00, 8.493232309028808658e-02
8.354999999999998650e+00, 8.482646787121472798e-02
8.365000000000000213e+00, 8.472089132184569549e-02
8.375000000000000000e+00, 8.461559243408846298e-02
8.384999999999999787e+00, 8.451057022186082845e-02
8.394999999999999574e+00, 8.440582368664681367e-02
8.404999999999999361e+00, 8.430135185177668744e-02
8.414999999999999147e+00, 8.419715372819737420e-02
8.424999999999998934e+00, 8.409322834853998063e-02
8.434999999999998721e+00, 8.398957473310260380e-02
8.445000000000000284e+00, 8.388619192370713740e-02
8.455000000000000071e+00, 8.378307894989217575e-02
8.464999999999999858e+00, 8.368023486256252752e-02
8.474999999999999645e+00, 8.357765870038806610e-02
8.484999999999999432e+00, 8.347534952324971169e-02
8.494999999999999218e+00, 8.337330637884143858e-02
8.504999999999999005e+00, 8.327152833591480730e-02
8.514999999999998792e+00, 8.317001445108193614e-02
8.525000000000000355e+00, 8.306876380186169195e-02
8.535000000000000142e+00, 8.296777545367958751e-02
8.544999999999999929e+00, 8.286704849271941953e-02
8.554999999999999716e+00, 8.276658199311737185e-02
8.564999999999999503e+00, 8.266637504962115468e-02
8.574999999999999289e+00, 8.256642674497610690e-02
8.584999999999999076e+00, 8.246673618239437620e-02
8.594999999999998863e+00, 8.236730245313031440e-02
8.604999999999998650e+00, 8.226812466876280705e-02
8.615000000000000213e+00, 8.216920192895593722e-02
8.625000000000000000e+00, 8.207053335355872503e-02
8.634999999999999787e+00, 8.197211805054824274e-02
8.644999999999999574e+00, 8.187395514794754137e-02
8.654999999999999361e+00, 8.177604376195070357e-02
8.664999999999999147e+00, 8.167838302866139988e-02
8.674999999999998934e+00, 8.158097207239556337e-02
8.684999999999998721e+00, 8.148381003724458616e-02
8.695000000000000284e+00, 8.138689605555325668e-02
8.705000000000000071e+00, 8.129022927930906750e-02
8.714999999999999858e+00, 8.119380884879352778e-02
8.724999999999999645e+00, 8.109763392380008040e-02
8.734999999999999432e+00, 8.100170365245591697e-02
8.744999999999999218e+00, 8.090601720227173776e-02
8.754999999999999005e+00, 8.081057372913076631e-02
8.764999999999998792e+00, 8.071537240817304448e-02
8.774999999999998579e+00, 8.062041240294963440e-02
8.785000000000000142e+00, 8.052569289614308623e-02
8.794999999999999929e+00, 8.043121305888524530e-02
8.804999999999999716e+00, 8.033697208131625189e-02
8.814999999999999503e+00, 8.024296914206204001e-02
8.824999999999999289e+00, 8.014920343863640717e-02
8.834999999999999076e+00, 8.005567415707476320e-02
8.844999999999998863e+00, 7.996238050218107407e-02
8.854999999999998650e+00, 7.986932166731679217e-02
8.865000000000000213e+00, 7.977649686449413136e-02
8.875000000000000000e+00, 7.968390529431806923e-02
8.884999999999999787e+00, 7.959154617592802128e-02
8.894999999999999574e+00, 7.949941871709115260e-02
8.904999999999999361e+00, 7.940752214399428299e-02
8.914999999999999147e+00, 7.931585567148635718e-02
8.924999999999998934e+00, 7.922441853272314816e-02
8.934999999999998721e+00, 7.913320994955588827e-02
8.945000000000000284e+00, 7.904222916203185179e-02
8.955000000000000071e+00, 7.895147539892627409e-02
8.964999999999999858e+00, 7.886094790710122815e-02
8.974999999999999645e+00, 7.877064592217870864e-02
8.984999999999999432e+00, 7.868056869776030027e-02
8.994999999999999218e+00, 7.859071547623863729e-02
9.004999999999999005e+00, 7.850108551787991773e-02
9.014999999999998792e+00, 7.841167807177253091e-02
9.024999999999998579e+00, 7.832249240477363872e-02
9.035000000000000142e+00, 7.823352777259320878e-02
9.044999999999999929e+00, 7.814478344860686931e-02
9.054999999999999716e+00, 7.805625869507291925e-02
9.064999999999999503e+00, 7.796795279181376048e-02
9.074999999999999289e+00, 7.787986500756406694e-02
9.084999999999999076e+00, 7.779199462852241787e-02
9.094999999999998863e+00, 7.770434092982810015e-02
9.104999999999998650e+00, 7.761690320398624554e-02
9.115000000000000213e+00, 7.752968073247076819e-02
9.125000000000000000e+00, 7.744267281402431036e-02
9.134999999999999787e+00, 7.735587873638609391e-02
9.144999999999999574e+00, 7.726929780446842311e-02
9.154999999999999361e+00, 7.718292931220696595e-02
9.164999999999999147e+00, 7.709677257061693656e-02
9.174999999999998934e+00, 7.701082687976283647e-02
9.184999999999998721e+00, 7.692509155669649545e-02
9.194999999999998508e+00, 7.683956590754481564e-02
9.205000000000000071e+00, 7.675424925533073928e-02
9.214999999999999858e+00, 7.666914091217770511e-02
9.224999999999999645e+00, 7.658424020701522228e-02
9.234999999999999432e+00, 7.649954645789841523e-02
9.244999999999999218e+00, 7.641505899959995241e-02
9.254999999999999005e+00, 7.633077715604207059e-02
9.264999999999998792e+00, 7.624670026777780052e-02
9.274999999999998579e+00, 7.616282766453350006e-02
9.285000000000000142e+00, 7.607915869258052854e-02
9.294999999999999929e+00, 7.599569268738683159e-02
9.304999999999999716e+00, 7.591242900088063239e-02
9.314999999999999503e+00, 7.582936697420984695e-02
9.324999999999999289e+00, 7.574650596489947152e-02
9.334999999999999076e+00, 7.566384531971626082e-02
9.344999999999998863e+00, 7.558138440172235129e-02
9.354999999999998650e+00, 7.549912256324306514e-02
9.365000000000000213e+00, 7.541705917281907312e-02
9.375000000000000000e+00, 7.533519358827489576e-02
9.384999999999999787e+00, 7.525352518357142362e-02
9.394999999999999574e+00, 7.517205332197399170e-02
9.404999999999999361e+00, 7.509077738280604819e-02
9.414999999999999147e+00, 7.500969673471596932e-02
9.424999999999998934e+00, 7.492881076233352811e-02
9.434999999999998721e+00, 7.484811883963254919e-02
9.444999999999998508e+00, 7.476762035649321680e-02
9.455000000000000071e+00, 7.468731469215848795e-02
9.464999999999999858e+00, 7.460720124170386325e-02
9.474999999999999645e+00, 7.452727938958562948e-02
9.484999999999999432e+00, 7.444754853602018885e-02
9.494999999999999218e+00, 7.436800807062218799e-02
9.504999999999999005e+00, 7.428865739869479345e-02
9.514999999999998792e+00, 7.420949591495690223e-02
9.524999999999998579e+00, 7.413052302974536267e-02
9.535000000000000142e+00, 7.405173814282962896e-02
9.544999999999999929e+00, 7.397314066952791201e-02
9.554999999999999716e+00, 7.389473001460707124e-02
9.564999999999999503e+00, 7.381650559831484659e-02
9.574999999999999289e+00, 7.373846683036344718e-02
9.584999999999999076e+00, 7.366061313587854431e-02
9.594999999999998863e+00, 7.358294392946640450e-02
9.604999999999998650e+00, 7.350545864108035121e-02
9.614999999999998437e+00, 7.342815669016898583e-02
9.625000000000000000e+00, 7.335103751146379580e-02
9.634999999999999787e+00, 7.327410052920567407e-02
9.644999999999999574e+00, 7.319734518285452018e-02
9.654999999999999361e+00, 7.312077090139378066e-02
9.664999999999999147e+00, 7.304437712896336143e-02
9.674999999999998934e+00, 7.296816329923994093e-02
9.684999999999998721e+00, 7.289212886099544209e-02
9.694999999999998508e+00, 7.281627325255139727e-02
9.705000000000000071e+00, 7.274059592726402068e-02
9.714999999999999858e+00, 7.266509632805180641e-02
9.724999999999999645e+00, 7.258977391280858893e-02
9.734999999999999432e+00, 7.251462812900222321e-02
9.744999999999999218e+00, 7.243965843901818691e-02
9.754999999999999005e+00, 7.236486429482673344e-02
9.764999999999998792e+00, 7.229024516325907590e-02
9.774999999999998579e+00, 7.221580050074197232e-02
9.785000000000000142e+00, 7.214152977850725457e-02
9.794999999999999929e+00, 7.206743245739236081e-02
9.804999999999999716e+00, 7.199350801298493030e-02
9.814999999999999503e+00, 7.191975591048853367e-02
9.824999999999999289e+00, 7.184617562980237515e-02
9.834999999999999076e+00, 7.177276664045108279e-02
9.844999999999998863e+00, 7.169952842660248793e-02
9.854999999999998650e+00, 7.162646046205861650e-02
9.864999999999998437e+00, 7.155356223521215642e-02
9.875000000000000000e+00, 7.148083322409895524e-02
9.884999999999999787e+00, 7.140827292129493797e-02
9.894999999999999574e+00, 7.133588080902680817e-02
9.904999999999999361e+00, 7.126365638401101210e-02
9.914999999999999147e+00, 7.119159913262268491e-02
9.924999999999998934e+00, 7.111970855567804894e-02
9.934999999999998721e+00, 7.104798414365873227e-02
9.944999999999998508e+00, 7.097642540143926648e-02
9.955000000000000071e+00, 7.090503182356658329e-02
9.964999999999999858e+00, 7.083380291893313918e-02
9.974999999999999645e+00, 7.076273818610993860e-02
9.984999999999999432e+00, 7.069183713796793611e-02
9.994999999999999218e+00, 7.062109927706182455e-02
