      r[a_0]     n(bound)   n(unbound) n(tightbound)
5.368303e-01 3.226469e+00 1.237372e-01 2.738095e-03
5.439135e-01 3.116196e+00 1.157750e-01 2.321364e-03
5.510902e-01 3.007655e+00 1.080187e-01 1.964017e-03
5.583615e-01 2.900916e+00 1.004799e-01 1.658227e-03
5.657288e-01 2.796042e+00 9.316926e-02 1.397101e-03
5.731933e-01 2.693092e+00 8.609706e-02 1.174588e-03
5.807563e-01 2.592122e+00 7.927262e-02 9.853846e-04
5.884191e-01 2.493183e+00 7.270449e-02 8.248535e-04
5.961830e-01 2.396322e+00 6.640044e-02 6.889488e-04
6.040494e-01 2.301580e+00 6.036742e-02 5.741484e-04
6.120195e-01 2.208995e+00 5.461156e-02 4.773933e-04
6.200948e-01 2.118600e+00 4.913817e-02 3.960329e-04
6.282766e-01 2.030423e+00 4.395174e-02 3.277755e-04
6.365664e-01 1.944488e+00 3.905592e-02 2.706447e-04
6.449656e-01 1.860815e+00 3.445355e-02 2.229398e-04
6.534756e-01 1.779417e+00 3.014662e-02 1.832010e-04
6.620979e-01 1.700305e+00 2.613635e-02 1.501782e-04
6.708339e-01 1.623486e+00 2.242313e-02 1.228038e-04
6.796852e-01 1.548960e+00 1.900656e-02 1.001680e-04
6.886533e-01 1.476727e+00 1.588548e-02 8.149766e-05
6.977398e-01 1.406780e+00 1.305796e-02 6.613724e-05
7.069461e-01 1.339108e+00 1.052133e-02 5.353255e-05
7.162739e-01 1.273698e+00 8.272198e-03 4.321621e-05
7.257248e-01 1.210533e+00 6.306485e-03 3.479508e-05
7.353004e-01 1.149593e+00 4.619434e-03 2.793939e-05
7.450023e-01 1.090853e+00 3.205640e-03 2.237326e-05
7.548322e-01 1.034287e+00 2.059083e-03 1.786652e-05
7.647918e-01 9.798650e-01 1.173152e-03 1.422767e-05
7.748829e-01 9.275549e-01 5.406774e-04 1.129784e-05
7.851071e-01 8.773218e-01 1.539622e-04 8.945604e-06
7.954662e-01 8.291287e-01 4.815156e-06 7.062533e-06
8.059620e-01 7.829363e-01 8.458380e-05 5.559453e-06
8.165962e-01 7.387034e-01 3.841893e-04 4.363231e-06
8.273708e-01 6.963872e-01 8.941615e-04 3.414072e-06
8.382875e-01 6.559432e-01 1.604674e-03 2.663232e-06
8.493483e-01 6.173253e-01 2.505582e-03 2.071096e-06
8.605551e-01 5.804867e-01 3.586455e-03 1.605571e-06
8.719096e-01 5.453790e-01 4.836617e-03 1.240736e-06
8.834141e-01 5.119532e-01 6.245180e-03 9.557251e-07
8.950703e-01 4.801597e-01 7.801084e-03 7.337908e-07
9.068803e-01 4.499481e-01 9.493126e-03 5.615384e-07
9.188461e-01 4.212677e-01 1.131000e-02 4.282886e-07
9.309698e-01 3.940676e-01 1.324035e-02 3.255556e-07
9.432535e-01 3.682967e-01 1.527275e-02 2.466191e-07
9.556993e-01 3.439041e-01 1.739580e-02 1.861755e-07
9.683092e-01 3.208389e-01 1.959813e-02 1.400533e-07
9.810856e-01 2.990504e-01 2.186842e-02 1.049833e-07
9.940305e-01 2.784887e-01 2.419547e-02 7.841217e-08
1.007146e+00 2.591040e-01 2.656819e-02 5.835303e-08
1.020435e+00 2.408472e-01 2.897562e-02 4.326533e-08
1.033899e+00 2.236702e-01 3.140701e-02 3.195899e-08
1.047541e+00 2.075253e-01 3.385181e-02 2.351808e-08
1.061363e+00 1.923659e-01 3.629969e-02 1.724035e-08
1.075367e+00 1.781465e-01 3.874056e-02 1.258937e-08
1.089556e+00 1.648222e-01 4.116462e-02 9.157038e-09
1.103932e+00 1.523496e-01 4.356236e-02 6.634026e-09
1.118498e+00 1.406861e-01 4.592457e-02 4.786836e-09
1.133256e+00 1.297906e-01 4.824237e-02 3.439911e-09
1.148209e+00 1.196231e-01 5.050723e-02 2.461787e-09
1.163359e+00 1.101446e-01 5.271095e-02 1.754429e-09
1.178709e+00 1.013177e-01 5.484573e-02 1.245031e-09
1.194261e+00 9.310626e-02 5.690412e-02 8.797512e-10
1.210019e+00 8.547528e-02 5.887908e-02 6.189443e-10
1.225984e+00 7.839120e-02 6.076396e-02 4.335420e-10
1.242161e+00 7.182178e-02 6.255253e-02 3.023251e-10
1.258550e+00 6.573607e-02 6.423895e-02 2.098729e-10
1.275156e+00 6.010444e-02 6.581781e-02 1.450281e-10
1.291981e+00 5.489859e-02 6.728414e-02 9.975544e-11
1.309028e+00 5.009148e-02 6.863339e-02 6.829419e-11
1.326300e+00 4.565735e-02 6.986144e-02 4.653371e-11
1.343800e+00 4.157170e-02 7.096463e-02 3.155454e-11
1.361531e+00 3.781121e-02 7.193972e-02 2.129313e-11
1.379496e+00 3.435382e-02 7.278392e-02 1.429794e-11
1.397697e+00 3.117857e-02 7.349491e-02 9.552920e-12
1.416139e+00 2.826569e-02 7.407079e-02 6.350377e-12
1.434824e+00 2.559645e-02 7.451012e-02 4.199864e-12
1.453756e+00 2.315323e-02 7.481192e-02 2.763214e-12
1.472938e+00 2.091941e-02 7.497566e-02 1.808457e-12
1.492373e+00 1.887937e-02 7.500124e-02 1.177299e-12
1.512064e+00 1.701843e-02 7.488904e-02 7.622901e-13
1.532015e+00 1.532284e-02 7.463986e-02 4.908832e-13
1.552229e+00 1.377969e-02 7.425497e-02 3.143617e-13
1.572710e+00 1.237694e-02 7.373606e-02 2.001905e-13
1.593461e+00 1.110331e-02 7.308526e-02 1.267616e-13
1.614486e+00 9.948321e-03 7.230515e-02 7.980510e-14
1.635788e+00 8.902172e-03 7.139871e-02 4.995044e-14
1.657371e+00 7.955768e-03 7.036938e-02 3.107998e-14
1.679240e+00 7.100653e-03 6.922096e-02 1.922301e-14
1.701396e+00 6.328987e-03 6.795769e-02 1.181755e-14
1.723845e+00 5.633503e-03 6.658420e-02 7.220446e-15
1.746591e+00 5.007481e-03 6.510548e-02 4.384262e-15
1.769636e+00 4.444711e-03 6.352691e-02 2.645388e-15
1.792985e+00 3.939464e-03 6.185423e-02 1.586013e-15
1.816643e+00 3.486461e-03 6.009349e-02 9.447394e-16
1.840613e+00 3.080846e-03 5.825110e-02 5.590728e-16
1.864899e+00 2.718158e-03 5.633374e-02 3.286535e-16
1.889505e+00 2.394301e-03 5.434840e-02 1.919039e-16
1.914436e+00 2.105526e-03 5.230234e-02 1.112926e-16
1.939696e+00 1.848399e-03 5.020303e-02 6.409835e-17
1.965290e+00 1.619785e-03 4.805817e-02 3.665943e-17
1.991221e+00 1.416824e-03 4.587567e-02 2.081818e-17
2.017494e+00 1.236909e-03 4.366358e-02 1.173754e-17
2.044114e+00 1.077669e-03 4.143007e-02 6.569731e-18
2.071085e+00 9.369504e-04 3.918344e-02 3.650164e-18
2.098412e+00 8.127989e-04 3.693203e-02 2.012930e-18
2.126099e+00 7.034454e-04 3.468422e-02 1.101675e-18
2.154152e+00 6.072898e-04 3.244838e-02 5.983341e-19
2.182575e+00 5.228871e-04 3.023284e-02 3.224441e-19
2.211373e+00 4.489346e-04 2.804584e-02 1.724014e-19
2.240551e+00 3.842599e-04 2.589551e-02 9.144443e-20
2.270114e+00 3.278089e-04 2.378978e-02 4.811239e-20
2.300067e+00 2.786364e-04 2.173640e-02 2.510696e-20
2.330415e+00 2.358951e-04 1.974285e-02 1.299348e-20
2.361164e+00 1.988280e-04 1.781632e-02 6.667935e-21
2.392318e+00 1.667588e-04 1.596367e-02 3.392763e-21
2.423883e+00 1.390853e-04 1.419135e-02 1.711378e-21
2.455865e+00 1.152719e-04 1.250542e-02 8.557366e-22
2.488269e+00 9.484321e-05 1.091145e-02 4.241121e-22
2.521101e+00 7.737839e-05 9.414513e-03 2.082969e-22
2.554365e+00 6.250558e-05 8.019155e-03 1.013695e-22
2.588069e+00 4.989716e-05 6.729339e-03 4.887067e-23
2.622217e+00 3.926532e-05 5.548426e-03 2.333900e-23
2.656816e+00 3.035808e-05 4.479151e-03 1.103259e-23
2.691871e+00 2.295573e-05 3.523595e-03 5.158584e-24
2.727389e+00 1.686762e-05 2.683175e-03 2.384174e-24
2.763376e+00 1.192939e-05 1.958626e-03 1.085425e-24
2.799837e+00 8.000440e-06 1.349995e-03 4.838413e-25
2.836780e+00 4.961861e-06 8.566474e-04 2.081457e-25
2.874210e+00 2.714596e-06 4.772676e-04 8.346389e-26
2.912133e+00 1.178002e-06 2.098782e-04 2.853331e-26
2.950557e+00 2.887330e-07 5.186234e-05 6.002845e-27
2.989489e+00 2.390899e-16 2.336958e-15 1.207406e-32
